Name,Consensus length,Total read count,Single reads,Reads in pairs,Average coverage,Reference sequence,Reference length,Reference common name,Reference Latin name,Experiment
AJ879950_28S mapping,1854,110787,83965,26822,8015.676185344828,AJ879950_28S,1856,,Fusarium circinatum,Map_C_6rel_P
AY249397_28S mapping,2569,317714,202774,114940,17826.93110159595,AY249397_28S,2569,,Fusarium circinatum,Map_C_6rel_P
AY249403_28S mapping,2568,320131,203261,116870,18000.2515576324,AY249403_28S,2568,,Fusarium circinatum,Map_C_6rel_P
U61651.1_28S mapping,535,179400,138750,40650,45223.15327102804,U61651.1_28S,535,,,Map_C_6rel_P
U61599.1_18S mapping,681,66416,53672,12744,12647.784140969163,U61599.1_18S,681,,,Map_C_6rel_P
U61677.1_ITS mapping,522,155518,120070,35448,40667.85057471264,U61677.1_ITS,522,,,Map_C_6rel_P
KC514065_EF1 mapping,653,98,72,26,22.907600596125185,KC514065_EF1,671,,Fusarium circinatum,Map_C_6rel_P
KC514064_EF1 mapping,591,54,46,8,10.609538002980626,KC514064_EF1,671,,Fusarium circinatum,Map_C_6rel_P
KC514063_EF1 mapping,585,54,44,10,10.578241430700448,KC514063_EF1,671,,Fusarium circinatum,Map_C_6rel_P
KC514062_EF1 mapping,629,64,52,12,14.341121495327103,KC514062_EF1,642,,Fusarium circinatum,Map_C_6rel_P
KC514061_EF1 mapping,649,90,70,20,20.145209580838323,KC514061_EF1,668,,Fusarium circinatum,Map_C_6rel_P
KC514060_EF1 mapping,662,118,68,50,31.307004470938896,KC514060_EF1,671,,Fusarium circinatum,Map_C_6rel_P
KC514059_EF1 mapping,674,213,179,34,41.961481481481485,KC514059_EF1,675,,Fusarium circinatum,Map_C_6rel_P
KC514058_EF1 mapping,679,576,450,126,98.79705882352941,KC514058_EF1,680,,Fusarium circinatum,Map_C_6rel_P
KC514057_EF1 mapping,678,168,116,52,33.95548961424333,KC514057_EF1,674,,Fusarium circinatum,Map_C_6rel_P
KC514056_EF1 mapping,592,48,42,6,8.87797619047619,KC514056_EF1,672,,Fusarium circinatum,Map_C_6rel_P
KC514055_EF1 mapping,670,90,50,40,24.593144560357675,KC514055_EF1,671,,Fusarium circinatum,Map_C_6rel_P
AF160295_EF1 mapping,630,172,152,20,35.026438569206846,AF160295_EF1,643,,Fusarium circinatum,Map_C_6rel_P
U61547.1_TUB2_1-4 mapping,570,816,632,184,195.2824561403509,U61547.1_TUB2_1-4,570,,,Map_C_6rel_P
U61625.1_TUB2_4-5 mapping,348,1265,1073,192,432.4942528735632,U61625.1_TUB2_4-5,348,,,Map_C_6rel_P
U61573.1_TUB2_4 mapping,318,1298,1118,180,497.07547169811323,U61573.1_TUB2_4,318,,,Map_C_6rel_P
FCU61547_TUB2_1-4 mapping,570,806,656,150,184.31578947368422,FCU61547_TUB2_1-4,570,,Fusarium circinatum,Map_C_6rel_P
AF160295.1_EF1 mapping,637,149,137,12,30.236391912908243,AF160295.1_EF1,643,,,Map_C_6rel_P
AF158348.1_CAL mapping,677,1039,685,354,229.60413589364845,AF158348.1_CAL,677,,,Map_C_6rel_P
AF158342.1_CAL mapping,675,1034,946,88,183.87259259259258,AF158342.1_CAL,675,,,Map_C_6rel_P
ENA|FJ744110.1:144..300:rRNA|_5S mapping,157,19571,19287,284,14786.031847133758,ENA|FJ744110.1:144..300:rRNA|_5S,157,,,Map_C_6rel_P
JX171623.1_RPB2 mapping,1762,1056,784,272,77.69495166487647,JX171623.1_RPB2,1862,,,Map_C_6rel_P
JX171510.1_RPB1 mapping,1605,4573,3079,1494,409.0841121495327,JX171510.1_RPB1,1605,,,Map_C_6rel_P
HM068354.1_RPB2 mapping,1769,1377,975,402,97.98448368111289,HM068354.1_RPB2,1869,,,Map_C_6rel_P
MN534252.1_RPB2 mapping,1668,838,638,200,65.86688851913478,MN534252.1_RPB2,1803,,,Map_C_6rel_P
MN534251.1_RPB2 mapping,1701,1990,1306,684,155.0094287298946,MN534251.1_RPB2,1803,,,Map_C_6rel_P
