Name,Consensus length,Total read count,Single reads,Reads in pairs,Average coverage,Reference sequence,Reference length,Reference common name,Reference Latin name,Experiment
AJ879950_28S mapping,1854,48225,32127,16098,3990.3033405172414,AJ879950_28S,1856,,Fusarium circinatum,Map_C_2rel_P
AY249397_28S mapping,2569,149868,78254,71614,10007.844297391981,AY249397_28S,2569,,Fusarium circinatum,Map_C_2rel_P
AY249403_28S mapping,2568,151182,78342,72840,10129.946261682244,AY249403_28S,2568,,Fusarium circinatum,Map_C_2rel_P
U61651.1_28S mapping,535,91061,56973,34088,26162.287850467288,U61651.1_28S,535,,,Map_C_2rel_P
U61599.1_18S mapping,680,28634,19656,8978,6219.9720998531575,U61599.1_18S,681,,,Map_C_2rel_P
U61677.1_ITS mapping,522,76274,47560,28714,23233.04214559387,U61677.1_ITS,522,,,Map_C_2rel_P
KC514065_EF1 mapping,654,60,34,26,15.976154992548436,KC514065_EF1,671,,Fusarium circinatum,Map_C_2rel_P
KC514064_EF1 mapping,592,35,27,8,7.332339791356185,KC514064_EF1,671,,Fusarium circinatum,Map_C_2rel_P
KC514063_EF1 mapping,580,39,29,10,7.783904619970194,KC514063_EF1,671,,Fusarium circinatum,Map_C_2rel_P
KC514062_EF1 mapping,629,30,20,10,7.873831775700935,KC514062_EF1,642,,Fusarium circinatum,Map_C_2rel_P
KC514061_EF1 mapping,649,50,32,18,12.790419161676647,KC514061_EF1,668,,Fusarium circinatum,Map_C_2rel_P
KC514060_EF1 mapping,662,78,32,46,24.071535022354695,KC514060_EF1,671,,Fusarium circinatum,Map_C_2rel_P
KC514059_EF1 mapping,675,79,55,24,17.263703703703705,KC514059_EF1,675,,Fusarium circinatum,Map_C_2rel_P
KC514058_EF1 mapping,679,243,171,72,45.91323529411765,KC514058_EF1,680,,Fusarium circinatum,Map_C_2rel_P
KC514057_EF1 mapping,678,108,58,50,25.56528189910979,KC514057_EF1,674,,Fusarium circinatum,Map_C_2rel_P
KC514056_EF1 mapping,581,33,27,6,6.224702380952381,KC514056_EF1,672,,Fusarium circinatum,Map_C_2rel_P
KC514055_EF1 mapping,670,64,24,40,19.88673621460507,KC514055_EF1,671,,Fusarium circinatum,Map_C_2rel_P
AF160295_EF1 mapping,630,59,45,14,13.133748055987558,AF160295_EF1,643,,Fusarium circinatum,Map_C_2rel_P
U61547.1_TUB2_1-4 mapping,570,404,246,158,111.25263157894737,U61547.1_TUB2_1-4,570,,,Map_C_2rel_P
U61625.1_TUB2_4-5 mapping,348,617,429,188,237.29310344827587,U61625.1_TUB2_4-5,348,,,Map_C_2rel_P
U61573.1_TUB2_4 mapping,318,677,499,178,290.0157232704403,U61573.1_TUB2_4,318,,,Map_C_2rel_P
FCU61547_TUB2_1-4 mapping,570,378,250,128,98.22280701754386,FCU61547_TUB2_1-4,570,,Fusarium circinatum,Map_C_2rel_P
AF160295.1_EF1 mapping,624,57,47,10,12.363919129082426,AF160295.1_EF1,643,,,Map_C_2rel_P
AF158348.1_CAL mapping,677,648,332,316,164.51255539143278,AF158348.1_CAL,677,,,Map_C_2rel_P
AF158342.1_CAL mapping,676,365,323,42,64.6874074074074,AF158342.1_CAL,675,,,Map_C_2rel_P
ENA|FJ744110.1:144..300:rRNA|_5S mapping,157,9830,9546,284,7315.050955414013,ENA|FJ744110.1:144..300:rRNA|_5S,157,,,Map_C_2rel_P
JX171623.1_RPB2 mapping,1760,511,319,192,43.13157894736842,JX171623.1_RPB2,1862,,,Map_C_2rel_P
JX171510.1_RPB1 mapping,1605,2146,1238,908,224.4747663551402,JX171510.1_RPB1,1605,,,Map_C_2rel_P
HM068354.1_RPB2 mapping,1769,650,396,254,53.91867308721241,HM068354.1_RPB2,1869,,,Map_C_2rel_P
MN534252.1_RPB2 mapping,1667,402,260,142,36.135330005546315,MN534252.1_RPB2,1803,,,Map_C_2rel_P
MN534251.1_RPB2 mapping,1698,892,516,376,80.7054908485857,MN534251.1_RPB2,1803,,,Map_C_2rel_P
