Name,Consensus length,Total read count,Single reads,Reads in pairs,Average coverage,Reference sequence,Reference length,Reference common name,Reference Latin name,Experiment
AJ879950_28S mapping,80,1,1,0,0.04310344827586207,AJ879950_28S,1856,,Fusarium circinatum,Map_B_0rel_N
AY249397_28S mapping,288,4,2,2,0.14519268197742313,AY249397_28S,2569,,Fusarium circinatum,Map_B_0rel_N
AY249403_28S mapping,84,1,1,0,0.033099688473520246,AY249403_28S,2568,,Fusarium circinatum,Map_B_0rel_N
U61651.1_28S mapping,302,410,400,10,81.92710280373832,U61651.1_28S,535,,,Map_B_0rel_N
U61599.1_18S mapping,82,1,1,0,0.12041116005873716,U61599.1_18S,681,,,Map_B_0rel_N
U61677.1_ITS mapping,125,1,1,0,0.23946360153256704,U61677.1_ITS,522,,,Map_B_0rel_N
KC514065_EF1 mapping,0,0,0,0,0.0,KC514065_EF1,671,,Fusarium circinatum,Map_B_0rel_N
KC514064_EF1 mapping,0,0,0,0,0.0,KC514064_EF1,671,,Fusarium circinatum,Map_B_0rel_N
KC514063_EF1 mapping,0,0,0,0,0.0,KC514063_EF1,671,,Fusarium circinatum,Map_B_0rel_N
KC514062_EF1 mapping,0,0,0,0,0.0,KC514062_EF1,642,,Fusarium circinatum,Map_B_0rel_N
KC514061_EF1 mapping,0,0,0,0,0.0,KC514061_EF1,668,,Fusarium circinatum,Map_B_0rel_N
KC514060_EF1 mapping,0,0,0,0,0.0,KC514060_EF1,671,,Fusarium circinatum,Map_B_0rel_N
KC514059_EF1 mapping,0,0,0,0,0.0,KC514059_EF1,675,,Fusarium circinatum,Map_B_0rel_N
KC514058_EF1 mapping,0,0,0,0,0.0,KC514058_EF1,680,,Fusarium circinatum,Map_B_0rel_N
KC514057_EF1 mapping,0,0,0,0,0.0,KC514057_EF1,674,,Fusarium circinatum,Map_B_0rel_N
KC514056_EF1 mapping,0,0,0,0,0.0,KC514056_EF1,672,,Fusarium circinatum,Map_B_0rel_N
KC514055_EF1 mapping,115,2,0,2,0.26825633383010433,KC514055_EF1,671,,Fusarium circinatum,Map_B_0rel_N
AF160295_EF1 mapping,0,0,0,0,0.0,AF160295_EF1,643,,Fusarium circinatum,Map_B_0rel_N
U61547.1_TUB2_1-4 mapping,0,0,0,0,0.0,U61547.1_TUB2_1-4,570,,,Map_B_0rel_N
U61625.1_TUB2_4-5 mapping,76,3,3,0,0.6551724137931034,U61625.1_TUB2_4-5,348,,,Map_B_0rel_N
U61573.1_TUB2_4 mapping,0,0,0,0,0.0,U61573.1_TUB2_4,318,,,Map_B_0rel_N
FCU61547_TUB2_1-4 mapping,0,0,0,0,0.0,FCU61547_TUB2_1-4,570,,Fusarium circinatum,Map_B_0rel_N
AF160295.1_EF1 mapping,0,0,0,0,0.0,AF160295.1_EF1,643,,,Map_B_0rel_N
AF158348.1_CAL mapping,0,0,0,0,0.0,AF158348.1_CAL,677,,,Map_B_0rel_N
AF158342.1_CAL mapping,0,0,0,0,0.0,AF158342.1_CAL,675,,,Map_B_0rel_N
ENA|FJ744110.1:144..300:rRNA|_5S mapping,135,347,333,14,216.9108280254777,ENA|FJ744110.1:144..300:rRNA|_5S,157,,,Map_B_0rel_N
JX171623.1_RPB2 mapping,0,0,0,0,0.0,JX171623.1_RPB2,1862,,,Map_B_0rel_N
JX171510.1_RPB1 mapping,92,2,2,0,0.1146417445482866,JX171510.1_RPB1,1605,,,Map_B_0rel_N
HM068354.1_RPB2 mapping,0,0,0,0,0.0,HM068354.1_RPB2,1869,,,Map_B_0rel_N
MN534252.1_RPB2 mapping,0,0,0,0,0.0,MN534252.1_RPB2,1803,,,Map_B_0rel_N
MN534251.1_RPB2 mapping,0,0,0,0,0.0,MN534251.1_RPB2,1803,,,Map_B_0rel_N
