Name,Consensus length,Total read count,Single reads,Reads in pairs,Average coverage,Reference sequence,Reference length,Reference common name,Reference Latin name,Experiment
AJ879950_28S mapping,48,1,1,0,0.02586206896551724,AJ879950_28S,1856,,Fusarium circinatum,Map_C_0rel_N
AY249397_28S mapping,249,1592,1574,18,52.0650058388478,AY249397_28S,2569,,Fusarium circinatum,Map_C_0rel_N
AY249403_28S mapping,141,1617,1605,12,52.74844236760124,AY249403_28S,2568,,Fusarium circinatum,Map_C_0rel_N
U61651.1_28S mapping,543,12549,9217,3332,2699.0205607476637,U61651.1_28S,535,,,Map_C_0rel_N
U61599.1_18S mapping,440,2908,2692,216,403.0469897209985,U61599.1_18S,681,,,Map_C_0rel_N
U61677.1_ITS mapping,286,4347,4195,152,1001.2375478927203,U61677.1_ITS,522,,,Map_C_0rel_N
KC514065_EF1 mapping,146,9,9,0,1.2771982116244411,KC514065_EF1,671,,Fusarium circinatum,Map_C_0rel_N
KC514064_EF1 mapping,146,7,5,2,0.9359165424739195,KC514064_EF1,671,,Fusarium circinatum,Map_C_0rel_N
KC514063_EF1 mapping,146,4,4,0,0.6229508196721312,KC514063_EF1,671,,Fusarium circinatum,Map_C_0rel_N
KC514062_EF1 mapping,141,4,4,0,0.6261682242990654,KC514062_EF1,642,,Fusarium circinatum,Map_C_0rel_N
KC514061_EF1 mapping,214,7,7,0,1.0464071856287425,KC514061_EF1,668,,Fusarium circinatum,Map_C_0rel_N
KC514060_EF1 mapping,146,7,7,0,1.1922503725782414,KC514060_EF1,671,,Fusarium circinatum,Map_C_0rel_N
KC514059_EF1 mapping,146,6,6,0,1.0414814814814815,KC514059_EF1,675,,Fusarium circinatum,Map_C_0rel_N
KC514058_EF1 mapping,127,2,2,0,0.3558823529411765,KC514058_EF1,680,,Fusarium circinatum,Map_C_0rel_N
KC514057_EF1 mapping,141,7,7,0,1.0712166172106825,KC514057_EF1,674,,Fusarium circinatum,Map_C_0rel_N
KC514056_EF1 mapping,141,4,4,0,0.5520833333333334,KC514056_EF1,672,,Fusarium circinatum,Map_C_0rel_N
KC514055_EF1 mapping,146,8,8,0,1.2354694485842026,KC514055_EF1,671,,Fusarium circinatum,Map_C_0rel_N
AF160295_EF1 mapping,119,4,4,0,0.5287713841368584,AF160295_EF1,643,,Fusarium circinatum,Map_C_0rel_N
U61547.1_TUB2_1-4 mapping,217,30,28,2,5.375438596491228,U61547.1_TUB2_1-4,570,,,Map_C_0rel_N
U61625.1_TUB2_4-5 mapping,284,75,67,8,21.738505747126435,U61625.1_TUB2_4-5,348,,,Map_C_0rel_N
U61573.1_TUB2_4 mapping,318,153,121,32,60.132075471698116,U61573.1_TUB2_4,318,,,Map_C_0rel_N
FCU61547_TUB2_1-4 mapping,134,27,25,2,5.026315789473684,FCU61547_TUB2_1-4,570,,Fusarium circinatum,Map_C_0rel_N
AF160295.1_EF1 mapping,146,5,5,0,0.8351477449455676,AF160295.1_EF1,643,,,Map_C_0rel_N
AF158348.1_CAL mapping,346,26,18,8,4.570162481536189,AF158348.1_CAL,677,,,Map_C_0rel_N
AF158342.1_CAL mapping,347,46,28,18,7.305185185185185,AF158342.1_CAL,675,,,Map_C_0rel_N
ENA|FJ744110.1:144..300:rRNA|_5S mapping,157,4656,4542,114,3268.936305732484,ENA|FJ744110.1:144..300:rRNA|_5S,157,,,Map_C_0rel_N
JX171623.1_RPB2 mapping,799,32,28,4,1.939312567132116,JX171623.1_RPB2,1862,,,Map_C_0rel_N
JX171510.1_RPB1 mapping,490,62,58,4,4.429283489096573,JX171510.1_RPB1,1605,,,Map_C_0rel_N
HM068354.1_RPB2 mapping,718,45,43,2,2.9577314071696095,HM068354.1_RPB2,1869,,,Map_C_0rel_N
MN534252.1_RPB2 mapping,574,23,19,4,1.3399889073765945,MN534252.1_RPB2,1803,,,Map_C_0rel_N
MN534251.1_RPB2 mapping,618,29,27,2,1.8585690515806987,MN534251.1_RPB2,1803,,,Map_C_0rel_N
