Name,Consensus length,Total read count,Single reads,Reads in pairs,Average coverage,Reference sequence,Reference length,Reference common name,Reference Latin name,Experiment
AJ879950_28S mapping,1852,61756,54090,7666,3915.449353448276,AJ879950_28S,1856,,Fusarium circinatum,Map_C_4rel_N
AY249397_28S mapping,2569,146098,123528,22570,6721.395873880888,AY249397_28S,2569,,Fusarium circinatum,Map_C_4rel_N
AY249403_28S mapping,2568,146686,123542,23144,6746.286214953271,AY249403_28S,2568,,Fusarium circinatum,Map_C_4rel_N
U61651.1_28S mapping,535,93329,85111,8218,20147.66355140187,U61651.1_28S,535,,,Map_C_4rel_N
U61599.1_18S mapping,680,39204,36498,2706,6514.237885462555,U61599.1_18S,681,,,Map_C_4rel_N
U61677.1_ITS mapping,522,76208,71244,4964,16833.745210727968,U61677.1_ITS,522,,,Map_C_4rel_N
KC514065_EF1 mapping,600,42,42,0,7.166915052160954,KC514065_EF1,671,,Fusarium circinatum,Map_C_4rel_N
KC514064_EF1 mapping,570,34,32,2,5.429210134128167,KC514064_EF1,671,,Fusarium circinatum,Map_C_4rel_N
KC514063_EF1 mapping,578,35,35,0,6.18628912071535,KC514063_EF1,671,,Fusarium circinatum,Map_C_4rel_N
KC514062_EF1 mapping,458,31,29,2,5.582554517133956,KC514062_EF1,642,,Fusarium circinatum,Map_C_4rel_N
KC514061_EF1 mapping,593,46,42,4,8.013473053892216,KC514061_EF1,668,,Fusarium circinatum,Map_C_4rel_N
KC514060_EF1 mapping,586,48,44,4,8.479880774962743,KC514060_EF1,671,,Fusarium circinatum,Map_C_4rel_N
KC514059_EF1 mapping,674,122,108,14,22.253333333333334,KC514059_EF1,675,,Fusarium circinatum,Map_C_4rel_N
KC514058_EF1 mapping,679,278,248,30,42.69558823529412,KC514058_EF1,680,,Fusarium circinatum,Map_C_4rel_N
KC514057_EF1 mapping,676,65,63,2,10.037091988130564,KC514057_EF1,674,,Fusarium circinatum,Map_C_4rel_N
KC514056_EF1 mapping,545,32,32,0,5.401785714285714,KC514056_EF1,672,,Fusarium circinatum,Map_C_4rel_N
KC514055_EF1 mapping,544,30,28,2,5.126676602086438,KC514055_EF1,671,,Fusarium circinatum,Map_C_4rel_N
AF160295_EF1 mapping,634,84,82,2,15.842923794712286,AF160295_EF1,643,,Fusarium circinatum,Map_C_4rel_N
U61547.1_TUB2_1-4 mapping,570,418,388,30,83.9298245614035,U61547.1_TUB2_1-4,570,,,Map_C_4rel_N
U61625.1_TUB2_4-5 mapping,348,689,675,14,203.99137931034483,U61625.1_TUB2_4-5,348,,,Map_C_4rel_N
U61573.1_TUB2_4 mapping,318,741,705,36,255.87106918238993,U61573.1_TUB2_4,318,,,Map_C_4rel_N
FCU61547_TUB2_1-4 mapping,570,435,411,24,86.86140350877193,FCU61547_TUB2_1-4,570,,Fusarium circinatum,Map_C_4rel_N
AF160295.1_EF1 mapping,624,74,74,0,14.080870917573872,AF160295.1_EF1,643,,,Map_C_4rel_N
AF158348.1_CAL mapping,650,404,384,20,66.5642540620384,AF158348.1_CAL,677,,,Map_C_4rel_N
AF158342.1_CAL mapping,675,643,589,54,113.28592592592592,AF158342.1_CAL,675,,,Map_C_4rel_N
ENA|FJ744110.1:144..300:rRNA|_5S mapping,157,13334,13220,114,9945.64331210191,ENA|FJ744110.1:144..300:rRNA|_5S,157,,,Map_C_4rel_N
JX171623.1_RPB2 mapping,1760,544,472,72,34.57518796992481,JX171623.1_RPB2,1862,,,Map_C_4rel_N
JX171510.1_RPB1 mapping,1605,2193,1839,354,165.64735202492213,JX171510.1_RPB1,1605,,,Map_C_4rel_N
HM068354.1_RPB2 mapping,1766,687,597,90,41.69288389513109,HM068354.1_RPB2,1869,,,Map_C_4rel_N
MN534252.1_RPB2 mapping,1607,449,401,48,30.434276206322796,MN534252.1_RPB2,1803,,,Map_C_4rel_N
MN534251.1_RPB2 mapping,1696,948,786,162,64.0077648363838,MN534251.1_RPB2,1803,,,Map_C_4rel_N
